Date,Latitude,Longtitude,Amplitude,Line,Tower,Distance
01/08/2022 00:13:57.400,18.534,103.611,-20.00kA,230KV_NBG-NNP#12,T19/1~18/2 (1368 m), 100.58 km from NBG [119.32 km]
01/08/2022 00:49:16.700,18.455,103.527,-46.00kA,230KV_NBG-NNP#12,T33/2~33/1 (420 m), 85.57 km from NBG [119.32 km]
01/08/2022 00:49:16.700,18.458,103.557,-18.00kA,230KV_NBG-NNP#12,T30/2~30/1 (107 m), 89.31 km from NBG [119.32 km]
01/08/2022 01:27:15.700,18.357,103.622,-40.00kA,115KV_BKN-PXN,T4/10 (409 m), 4.62 km from BKN [9.65 km]
01/08/2022 02:31:25.500,15.105,104.383,-58.00kA,115KV_SS-UB2#12,T85/2~85/1 (2017 m), 4.33 km from SS [59.97 km]
01/08/2022 02:31:25.600,15.088,104.376,-22.00kA,115KV_SS-UB2#12,T86/2~86/1 (459 m), 3.64 km from SS [59.97 km]
01/08/2022 02:43:21.800,15.105,104.396,-92.00kA,115KV_SS-UB2#12,T84/1~83/3 (1864 m), 5.67 km from SS [59.97 km]
01/08/2022 13:57:49.600,17.827,101.331,-14.00kA,500KV_THI-XYB#12,T35/11~35/10 (1213 m), 22.70 km from THI [200.66 km]
01/08/2022 16:05:23.300,14.916,103.472,24.00kA,115KV_BR-SU2#12,T6/3~6/2 (981 m), 42.04 km from BR [48.33 km]
01/08/2022 16:13:23.900,17.349,103.341,-28.00kA,115KV_NH-PHK,T52/1~52/2 (1235 m), 14.92 km from NH [54.71 km]
01/08/2022 16:14:40.300,17.341,103.306,-34.00kA,115KV_NH-PHK,T48/2~48/3 (1700 m), 10.91 km from NH [54.71 km]
01/08/2022 16:19:44.600,14.894,103.541,-38.00kA,115KV_SKA-SU2,T4/1~3/3 (223 m), 40.46 km from SKA [43.26 km]
01/08/2022 16:19:44.600,14.894,103.541,-38.00kA,230KV_RE2-SU2#12,T141/3 (674 m), 141.94 km from RE2 [144.33 km]
01/08/2022 16:25:02.700,17.346,103.296,-16.00kA,115KV_NH-PHK,T47/2~47/3 (1079 m), 9.93 km from NH [54.71 km]
01/08/2022 16:28:08.400,17.342,103.258,-26.00kA,115KV_NH-PHK,T43/2~43/3 (1393 m), 6.07 km from NH [54.71 km]
01/08/2022 16:28:08.400,17.342,103.258,-26.00kA,115KV_PHK-UD3#1,T45/2~45/1 (1428 m), 54.12 km from PHK [88.93 km]
01/08/2022 16:29:59.600,17.665,104.625,-36.00kA,230KV_THK-THB#12,TEDL54~EDL55 (1093 m), 22.67 km from THK [85.88 km]
01/08/2022 16:29:59.600,17.665,104.625,-36.00kA,230KV_THK-THB#34,TEDL56~EDL57 (1133 m), 22.60 km from THK [84.50 km]
01/08/2022 16:29:59.800,17.675,104.63,-44.00kA,230KV_THK-THB#12,TEDL56 (37 m), 23.08 km from THK [85.88 km]
01/08/2022 16:29:59.800,17.675,104.63,-44.00kA,230KV_THK-THB#34,TEDL58~EDL59 (25 m), 23.04 km from THK [84.50 km]
01/08/2022 16:30:05.600,17.349,103.239,-24.00kA,115KV_NH-PHK,T41/3~42/1 (1135 m), 4.41 km from NH [54.71 km]
01/08/2022 16:30:05.600,17.349,103.239,-24.00kA,115KV_PHK-UD3#1,T44/1~43/3 (81 m), 55.61 km from PHK [88.93 km]
01/08/2022 16:30:05.700,17.348,103.243,-34.00kA,115KV_NH-PHK,T42/2~42/3 (1097 m), 4.73 km from NH [54.71 km]
01/08/2022 16:30:05.700,17.348,103.243,-34.00kA,115KV_PHK-UD3#1,T44/2 (141 m), 55.34 km from PHK [88.93 km]
01/08/2022 16:30:05.700,17.349,103.246,-42.00kA,115KV_NH-PHK,T42/2~42/3 (886 m), 5.07 km from NH [54.71 km]
01/08/2022 16:30:05.700,17.349,103.246,-42.00kA,115KV_PHK-UD3#1,T44/4~44/3 (175 m), 55.06 km from PHK [88.93 km]
01/08/2022 16:30:05.700,17.349,103.241,-22.00kA,115KV_NH-PHK,T42/1~42/2 (1064 m), 4.41 km from NH [54.71 km]
01/08/2022 16:30:05.700,17.349,103.241,-22.00kA,115KV_PHK-UD3#1,T44/2~44/1 (53 m), 55.61 km from PHK [88.93 km]
01/08/2022 16:30:05.800,17.35,103.236,-28.00kA,115KV_NH-PHK,T41/2~41/3 (1135 m), 4.06 km from NH [54.71 km]
01/08/2022 16:30:05.800,17.35,103.236,-28.00kA,115KV_PHK-UD3#1,T43/3~43/2A (14 m), 55.94 km from PHK [88.93 km]
01/08/2022 16:30:05.900,17.347,103.249,-36.00kA,115KV_NH-PHK,T43/1 (989 m), 5.42 km from NH [54.71 km]
01/08/2022 16:30:05.900,17.347,103.249,-36.00kA,115KV_PHK-UD3#1,T44/4~44/3 (514 m), 54.75 km from PHK [88.93 km]
01/08/2022 16:36:45.300,17.22,102.5,-88.00kA,115KV_NBL-UD1,T39/2~39/1 (2162 m), 11.54 km from NBL [50.77 km]
01/08/2022 16:36:45.300,17.22,102.5,-88.00kA,115KV_NBL-UD2#12,T45/1~44/4 (2138 m), 10.30 km from NBL [55.25 km]
01/08/2022 16:47:48.400,17.236,102.561,-28.00kA,115KV_NBL-UD2#12,T38/1~37/3 (125 m), 17.21 km from NBL [55.25 km]
01/08/2022 16:47:48.400,17.24,102.555,-108.00kA,115KV_NBL-UD2#12,T38/4~38/3. (241 m), 16.67 km from NBL [55.25 km]
01/08/2022 16:47:48.500,17.23,102.555,-30.00kA,115KV_NBL-UD2#12,T38/3.~38/2 (858 m), 16.67 km from NBL [55.25 km]
01/08/2022 16:47:48.500,17.231,102.555,-56.00kA,115KV_NBL-UD2#12,T38/3.~38/2 (748 m), 16.67 km from NBL [55.25 km]
01/08/2022 16:47:48.600,17.231,102.555,-54.00kA,115KV_NBL-UD2#12,T38/3.~38/2 (748 m), 16.67 km from NBL [55.25 km]
01/08/2022 16:47:48.600,17.229,102.554,-18.00kA,115KV_NBL-UD2#12,T38/3.~38/2 (980 m), 16.67 km from NBL [55.25 km]
01/08/2022 16:57:08.500,17.298,102.567,-38.00kA,115KV_NBL-UD1,T29/1~28/3 (1639 m), 21.91 km from NBL [50.77 km]
01/08/2022 16:57:08.700,17.297,102.568,-32.00kA,115KV_NBL-UD1,T29/1~28/3 (1486 m), 21.91 km from NBL [50.77 km]
01/08/2022 16:57:08.900,17.296,102.568,-32.00kA,115KV_NBL-UD1,T29/1~28/3 (1401 m), 21.58 km from NBL [50.77 km]
01/08/2022 17:02:53.400,17.288,102.599,-56.00kA,115KV_NBL-UD1,T27/1~26/3 (1382 m), 23.54 km from NBL [50.77 km]
01/08/2022 17:02:53.400,17.288,102.599,-56.00kA,115KV_NBL-UD2#12,T30/2 (1917 m), 24.84 km from NBL [55.25 km]
01/08/2022 17:02:53.500,17.287,102.599,-36.00kA,115KV_NBL-UD1,T27/1~26/3 (1468 m), 23.54 km from NBL [50.77 km]
01/08/2022 17:02:53.500,17.287,102.599,-36.00kA,115KV_NBL-UD2#12,T30/2 (1843 m), 24.84 km from NBL [55.25 km]
01/08/2022 17:02:53.800,17.287,102.598,-36.00kA,115KV_NBL-UD1,T27/2~27/1 (1400 m), 23.54 km from NBL [50.77 km]
01/08/2022 17:02:53.800,17.287,102.598,-36.00kA,115KV_NBL-UD2#12,T30/2 (1924 m), 24.84 km from NBL [55.25 km]
01/08/2022 17:27:00.500,17.19,104.05,-22.00kA,115KV_PHK-SO1#13,T142/1~142/2 (1007 m), 42.50 km from PHK [51.99 km]
01/08/2022 17:27:00.500,17.19,104.05,-22.00kA,115KV_PHK-SO1#2,T41/2~41/3 (1294 m), 41.95 km from PHK [51.47 km]
01/08/2022 18:36:50.300,15.036,102.947,-28.00kA,115KV_BR-NR2#12,T117/3~117/2 (319 m), 17.35 km from BR [135.11 km]
01/08/2022 18:54:22.700,17.759,102.779,-38.00kA,115KV_NK-UD1#1,T131/2~131/1 (676 m), 9.09 km from NK [44.73 km]
01/08/2022 18:54:22.700,17.759,102.779,-38.00kA,115KV_NK-UD2#12,T44/3~44/2 (535 m), 7.58 km from NK [52.51 km]
01/08/2022 18:54:22.700,17.759,102.779,-38.00kA,115KV_NK-UD3#1,T35/4~35/3 (675 m), 9.08 km from NK [67.90 km]
01/08/2022 18:54:22.700,17.759,102.779,-38.00kA,115KV_UD2-PHT#12,T44/2~44/3 (535 m), 44.93 km from UD2 [60.85 km]
01/08/2022 19:05:04.300,17.805,102.759,-14.00kA,115KV_NK-UD1#1,T139/2~139/1 (662 m), 1.75 km from NK [44.73 km]
01/08/2022 19:05:04.300,17.805,102.759,-14.00kA,115KV_NK-UD2#12,T51/1~50/3 (1154 m), 1.53 km from NK [52.51 km]
01/08/2022 19:05:04.300,17.805,102.759,-14.00kA,115KV_NK-UD3#1,T43/2~43/1 (660 m), 1.85 km from NK [67.90 km]
01/08/2022 19:05:04.300,17.805,102.759,-14.00kA,115KV_UD2-PHT#12,T50/3~51/1 (1154 m), 50.98 km from UD2 [60.85 km]
01/08/2022 19:17:08.300,15.666,100.735,-16.00kA,230KV_CYP-TTK#12,T035/1~034/2 (81 m), 164.76 km from CYP [199.25 km]
01/08/2022 19:17:08.300,15.666,100.735,-16.00kA,230KV_NBR-TTK#12,T035/1~034/2 (81 m), 122.66 km from NBR [157.16 km]
01/08/2022 19:25:45.600,18.442,103.28,-16.00kA,230KV_NBG-NNP#12,T60/1~59/3 (311 m), 59.48 km from NBG [119.32 km]
01/08/2022 19:57:57.100,14.791,104.757,-48.00kA,115KV_KTL-UB2#12,T43/3~43/2 (911 m), 12.45 km from KTL [56.13 km]
01/08/2022 20:03:05.900,17.337,104.237,-18.00kA,230KV_NN2-SO2#12,T56/2~57/1 (1422 m), 57.48 km from NN2 [73.09 km]
01/08/2022 20:03:05.900,17.337,104.237,-18.00kA,230KV_SO2-THK2,T57/1~56/2 (1422 m), 15.61 km from SO2 [72.37 km]
01/08/2022 20:05:21.700,14.783,104.755,22.00kA,115KV_KTL-UB2#12,T44/1~43/4 (1000 m), 12.01 km from KTL [56.13 km]
01/08/2022 20:17:44.000,17.348,104.268,-68.00kA,230KV_NN2-SO2#12,T53/1 (2074 m), 54.06 km from NN2 [73.09 km]
01/08/2022 20:17:44.000,17.348,104.268,-68.00kA,230KV_SO2-THK2,T53/1 (2074 m), 19.03 km from SO2 [72.37 km]
01/08/2022 20:22:38.200,17.254,104.157,52.00kA,115KV_SO2-NN,T4/5~4/6 (1512 m), 4.34 km from SO2 [72.15 km]
01/08/2022 20:25:38.500,17.259,104.159,-246.00kA,115KV_SO2-NN,T4/6~5/1 (943 m), 4.52 km from SO2 [72.15 km]
01/08/2022 20:25:38.500,17.259,104.159,-246.00kA,230KV_NN2-SO2#12,T67/2 (2191 m), 68.23 km from NN2 [73.09 km]
01/08/2022 20:25:38.500,17.259,104.159,-246.00kA,230KV_SO2-THK2,T67/2 (2191 m), 4.86 km from SO2 [72.37 km]
01/08/2022 20:25:38.900,17.248,104.155,-86.00kA,115KV_SO2-NN,T4/4~4/5 (2195 m), 4.17 km from SO2 [72.15 km]
01/08/2022 20:35:45.200,17.336,104.202,-20.00kA,230KV_NN2-SO2#12,T59/2~59/3 (1060 m), 60.68 km from NN2 [73.09 km]
01/08/2022 20:35:45.200,17.336,104.202,-20.00kA,230KV_SO2-THK2,T59/3~59/2 (1060 m), 12.41 km from SO2 [72.37 km]
01/08/2022 20:39:19.900,18.211,103.017,-28.00kA,230KV_NBG-NNP#12,T100/2~100/1 (577 m), 18.78 km from NBG [119.32 km]
01/08/2022 20:43:58.100,17.253,104.193,74.00kA,115KV_SO2-NN,T8/4~8/5 (1265 m), 8.08 km from SO2 [72.15 km]
01/08/2022 20:51:09.500,17.284,104.232,-52.00kA,115KV_SO2-NN,T13/5~13/6 (2268 m), 13.14 km from SO2 [72.15 km]
01/08/2022 21:06:45.200,18.224,102.844,-38.00kA,230KV_NBG-NNG2#12,TEDL15~EDL16 (232 m), 6.80 km from NBG [68.72 km]
01/08/2022 21:06:45.400,18.22,102.839,-18.00kA,230KV_NBG-NNG2#12,TEDL15~EDL16 (902 m), 6.45 km from NBG [68.72 km]
01/08/2022 21:10:06.600,18.276,102.823,-26.00kA,230KV_NBG-NNG2#12,TEDL29~EDL30 (1034 m), 12.71 km from NBG [68.72 km]
01/08/2022 21:23:30.200,18.271,102.825,-28.00kA,230KV_NBG-NNG2#12,TEDL28~EDL29 (856 m), 12.12 km from NBG [68.72 km]
01/08/2022 21:25:27.900,18.316,102.833,-26.00kA,230KV_NBG-NNG2#12,TEDL39~EDL40 (308 m), 16.95 km from NBG [68.72 km]
02/08/2022 00:11:18.400,18.271,103.658,-96.00kA,115KV_BKN-PHK,T104/1~103/4 (772 m), 5.40 km from BKN [109.65 km]
02/08/2022 00:11:18.500,18.273,103.659,-64.00kA,115KV_BKN-PHK,T104/2~104/1 (873 m), 5.09 km from BKN [109.65 km]
02/08/2022 00:21:05.600,18.316,103.649,-36.00kA,115KV_BKN-PHK,T108/3~108/2 (1262 m), 0.71 km from BKN [109.65 km]
02/08/2022 00:21:05.600,18.316,103.649,-36.00kA,115KV_BKN-PXN,T0/1 (1590 m), 0.00 km from BKN [9.65 km]
02/08/2022 00:22:42.500,18.277,103.664,-70.00kA,115KV_BKN-PHK,T104/3~104/2 (1392 m), 4.77 km from BKN [109.65 km]
02/08/2022 00:24:54.200,18.296,103.66,-50.00kA,115KV_BKN-PHK,T106/2~106/1 (1206 m), 3.13 km from BKN [109.65 km]
02/08/2022 00:42:10.000,18.376,103.626,-60.00kA,115KV_BKN-PXN,T6/13 (176 m), 6.83 km from BKN [9.65 km]
02/08/2022 00:42:10.100,18.372,103.623,-52.00kA,115KV_BKN-PXN,T6/7 (169 m), 6.39 km from BKN [9.65 km]
02/08/2022 00:42:10.100,18.373,103.623,-66.00kA,115KV_BKN-PXN,T6/8~6/9 (187 m), 6.54 km from BKN [9.65 km]
02/08/2022 00:42:10.200,18.375,103.625,-70.00kA,115KV_BKN-PXN,T6/11~6/12 (46 m), 6.76 km from BKN [9.65 km]
02/08/2022 00:42:10.200,18.376,103.625,-34.00kA,115KV_BKN-PXN,T6/13 (79 m), 6.83 km from BKN [9.65 km]
02/08/2022 00:42:10.300,18.38,103.629,-22.00kA,115KV_BKN-PXN,T7/9~7/10 (185 m), 7.64 km from BKN [9.65 km]
02/08/2022 00:42:10.700,18.375,103.625,-18.00kA,115KV_BKN-PXN,T6/11~6/12 (46 m), 6.76 km from BKN [9.65 km]
02/08/2022 01:40:49.800,18.436,103.313,52.00kA,230KV_NBG-NNP#12,T56/2~56/1 (983 m), 62.73 km from NBG [119.32 km]
02/08/2022 05:59:58.300,18.249,103.099,16.00kA,230KV_NBG-NNP#12,T90/2~90/1 (777 m), 28.95 km from NBG [119.32 km]
02/08/2022 11:49:11.700,14.716,101.509,-54.00kA,115KV_KYT-PCH#1,T36/3~37/1 (1850 m), 14.50 km from KYT [21.49 km]
02/08/2022 11:49:11.700,14.716,101.509,-54.00kA,115KV_NR2-PCH,T36/3~37/1 (1850 m), 67.35 km from NR2 [74.33 km]
02/08/2022 11:49:11.700,14.716,101.509,-54.00kA,115KV_SKI-PCH,T36/3~37/1 (1850 m), 37.25 km from SKI [44.23 km]
02/08/2022 11:49:11.700,14.716,101.509,-54.00kA,230KV_LTK-SR2#12,T50/1~49/3 (886 m), 14.67 km from LTK [65.44 km]
02/08/2022 12:23:50.100,17.356,103.76,-28.00kA,115KV_PHK-SO1#13,T105/1~105/2 (85 m), 5.20 km from PHK [51.99 km]
02/08/2022 12:23:50.100,17.356,103.76,-28.00kA,115KV_PHK-SO1#2,T5/1~5/2 (1335 m), 5.06 km from PHK [51.47 km]
02/08/2022 12:23:50.100,17.356,103.76,-28.00kA,230KV_SO2-UD3#12,T48/1~48/2 (1331 m), 48.44 km from SO2 [53.19 km]
02/08/2022 12:23:50.100,17.385,103.741,-28.00kA,115KV_BKN-PHK,T3/3~3/2 (892 m), 105.97 km from BKN [109.65 km]
02/08/2022 12:23:50.200,17.354,103.754,-34.00kA,115KV_PHK-SO1#13,T104/2~104/3 (513 m), 4.89 km from PHK [51.99 km]
02/08/2022 12:23:50.200,17.354,103.754,-34.00kA,115KV_PHK-SO1#2,T4/2~4/3 (822 m), 4.72 km from PHK [51.47 km]
02/08/2022 12:23:50.200,17.354,103.754,-34.00kA,230KV_SO2-UD3#12,T48/3~48/4 (818 m), 48.74 km from SO2 [53.19 km]
02/08/2022 12:23:50.300,17.357,103.766,-20.00kA,115KV_PHK-SO1#13,T105/3~105/4 (236 m), 5.83 km from PHK [51.99 km]
02/08/2022 12:26:10.900,17.375,103.753,-72.00kA,115KV_BKN-PHK,T2/3 (1991 m), 106.96 km from BKN [109.65 km]
02/08/2022 12:26:10.900,17.375,103.753,-72.00kA,115KV_PHK-SO1#13,T103/2~103/3 (1634 m), 3.94 km from PHK [51.99 km]
02/08/2022 12:26:10.900,17.375,103.754,-44.00kA,115KV_PHK-SO1#13,T103/3~104/1 (1670 m), 3.94 km from PHK [51.99 km]
02/08/2022 12:29:05.700,17.339,103.784,-52.00kA,115KV_PHK-SO1#13,T108/1~108/2 (981 m), 8.31 km from PHK [51.99 km]
02/08/2022 12:29:05.700,17.339,103.784,-52.00kA,115KV_PHK-SO1#2,T08/1~08/2 (995 m), 8.19 km from PHK [51.47 km]
02/08/2022 12:29:05.700,17.339,103.784,-52.00kA,230KV_SO2-UD3#12,T44/3~45/1 (993 m), 45.25 km from SO2 [53.19 km]
02/08/2022 12:29:05.800,17.338,103.789,-32.00kA,115KV_PHK-SO1#13,T108/2~108/3 (903 m), 8.94 km from PHK [51.99 km]
02/08/2022 12:29:05.800,17.338,103.789,-32.00kA,115KV_PHK-SO1#2,T08/3 (1169 m), 8.82 km from PHK [51.47 km]
02/08/2022 12:29:05.800,17.338,103.789,-32.00kA,230KV_SO2-UD3#12,T44/3 (1162 m), 44.71 km from SO2 [53.19 km]
02/08/2022 12:29:05.900,17.339,103.797,-50.00kA,115KV_PHK-SO1#13,T109/2~109/3 (508 m), 9.57 km from PHK [51.99 km]
02/08/2022 12:29:05.900,17.339,103.797,-50.00kA,115KV_PHK-SO1#2,T08/3 (1824 m), 8.82 km from PHK [51.47 km]
02/08/2022 12:29:05.900,17.339,103.797,-50.00kA,230KV_SO2-UD3#12,T44/3 (1817 m), 44.71 km from SO2 [53.19 km]
02/08/2022 12:29:05.900,17.339,103.789,-34.00kA,115KV_PHK-SO1#13,T108/2~108/3 (799 m), 8.94 km from PHK [51.99 km]
02/08/2022 12:29:05.900,17.339,103.789,-34.00kA,115KV_PHK-SO1#2,T08/2~08/3 (1264 m), 8.82 km from PHK [51.47 km]
02/08/2022 12:29:05.900,17.339,103.789,-34.00kA,230KV_SO2-UD3#12,T44/3~45/1 (1258 m), 44.71 km from SO2 [53.19 km]
02/08/2022 12:29:06.000,17.339,103.784,-30.00kA,115KV_PHK-SO1#13,T108/1~108/2 (981 m), 8.31 km from PHK [51.99 km]
02/08/2022 12:29:06.000,17.339,103.784,-30.00kA,115KV_PHK-SO1#2,T08/1~08/2 (995 m), 8.19 km from PHK [51.47 km]
02/08/2022 12:29:06.000,17.339,103.784,-30.00kA,230KV_SO2-UD3#12,T44/3~45/1 (993 m), 45.25 km from SO2 [53.19 km]
02/08/2022 12:29:06.100,17.337,103.787,-14.00kA,115KV_PHK-SO1#13,T108/2~108/3 (1079 m), 8.63 km from PHK [51.99 km]
02/08/2022 12:29:06.100,17.337,103.787,-14.00kA,115KV_PHK-SO1#2,T08/2~08/3 (966 m), 8.82 km from PHK [51.47 km]
02/08/2022 12:29:06.100,17.337,103.787,-14.00kA,230KV_SO2-UD3#12,T44/3~45/1 (960 m), 44.71 km from SO2 [53.19 km]
02/08/2022 12:33:27.600,17.303,103.81,12.00kA,115KV_PHK-SO1#2,T12/2~12/3 (477 m), 12.87 km from PHK [51.47 km]
02/08/2022 12:33:27.600,17.303,103.81,12.00kA,230KV_SO2-UD3#12,T40/2~40/3 (475 m), 40.59 km from SO2 [53.19 km]
02/08/2022 12:38:46.900,14.858,101.729,-14.00kA,115KV_NR2-PCH,T4/2~4/3 (765 m), 34.87 km from NR2 [74.33 km]
02/08/2022 12:38:46.900,14.858,101.729,-14.00kA,115KV_SKI-KYT,T04/2~04/3 (765 m), 4.77 km from SKI [22.71 km]
02/08/2022 12:38:46.900,14.858,101.729,-14.00kA,115KV_SKI-PCH,T4/2~4/3 (765 m), 4.77 km from SKI [44.23 km]
02/08/2022 12:49:34.900,17.534,103.671,-20.00kA,115KV_BKN-PHK,T22/1~21/3 (411 m), 87.91 km from BKN [109.65 km]
02/08/2022 12:58:28.000,16.833,102.749,-22.00kA,230KV_NPO2-UD3#1,T18/3~19/1 (288 m), 18.96 km from NPO2 [85.50 km]
02/08/2022 12:58:28.000,16.833,102.749,-22.00kA,500KV_KK4-UD3#12,T18/3~19/1 (288 m), 47.19 km from KK4 [113.73 km]
02/08/2022 13:01:39.300,16.768,102.775,-34.00kA,115KV_UD2-NPO1#12,T39/2~39/1 (1929 m), 72.74 km from UD2 [82.31 km]
02/08/2022 13:05:53.000,16.817,102.744,-26.00kA,230KV_NPO2-UD3#1,T16/2~17/1 (684 m), 17.21 km from NPO2 [85.50 km]
02/08/2022 13:05:53.000,16.817,102.744,-26.00kA,500KV_KK4-UD3#12,T16/2~17/1 (684 m), 45.44 km from KK4 [113.73 km]
02/08/2022 13:08:17.800,16.2,102.735,-38.00kA,115KV_BPI-KK1,T25/3~25/2 (1174 m), 14.05 km from BPI [39.35 km]
02/08/2022 13:08:17.800,16.2,102.735,-38.00kA,115KV_BPI-KK3#12,TT78~T79 (1152 m), 25.17 km from BPI [39.29 km]
02/08/2022 13:08:17.800,16.2,102.735,-38.00kA,115KV_KK1-PO#1,T25/2~25/3 (1174 m), 25.29 km from KK1 [72.98 km]
02/08/2022 13:08:17.800,16.2,102.735,-38.00kA,115KV_KNG-KK1,T167/1~167/2 (1149 m), 108.81 km from KNG [134.05 km]
02/08/2022 13:08:18.100,16.2,102.737,-72.00kA,115KV_BPI-KK1,T25/2 (963 m), 14.05 km from BPI [39.35 km]
02/08/2022 13:08:18.100,16.2,102.737,-72.00kA,115KV_BPI-KK3#12,TT78~T79 (942 m), 25.17 km from BPI [39.29 km]
02/08/2022 13:08:18.100,16.2,102.737,-72.00kA,115KV_KK1-PO#1,T25/2 (963 m), 25.29 km from KK1 [72.98 km]
02/08/2022 13:08:18.100,16.2,102.737,-72.00kA,115KV_KNG-KK1,T167/1~167/2 (938 m), 108.81 km from KNG [134.05 km]
02/08/2022 13:10:20.900,16.827,102.747,-18.00kA,230KV_NPO2-UD3#1,T18/1~18/2 (451 m), 18.51 km from NPO2 [85.50 km]
02/08/2022 13:10:20.900,16.827,102.747,-18.00kA,500KV_KK4-UD3#12,T18/1~18/2 (451 m), 46.74 km from KK4 [113.73 km]
02/08/2022 13:10:21.000,16.827,102.764,-10.00kA,230KV_NPO2-UD3#1,T18/1~18/2 (1356 m), 18.51 km from NPO2 [85.50 km]
02/08/2022 13:10:21.000,16.827,102.764,-10.00kA,500KV_KK4-UD3#12,T18/1~18/2 (1356 m), 46.74 km from KK4 [113.73 km]
02/08/2022 13:16:48.000,16.658,101.774,-22.00kA,230KV_KK3-LS#12,T67/1 (1128 m), 112.24 km from KK3 [178.88 km]
02/08/2022 13:16:48.000,16.658,101.774,-22.00kA,230KV_KK4-LS#12,T67/1 (1128 m), 95.60 km from KK4 [162.24 km]
02/08/2022 13:18:20.200,16.824,102.752,-38.00kA,230KV_NPO2-UD3#1,T17/2~18/1 (103 m), 18.05 km from NPO2 [85.50 km]
02/08/2022 13:18:20.200,16.824,102.752,-38.00kA,500KV_KK4-UD3#12,T17/2~18/1 (103 m), 46.28 km from KK4 [113.73 km]
02/08/2022 13:23:39.100,16.167,102.734,-48.00kA,115KV_BPI-KK1,T29/1~28/3 (730 m), 10.31 km from BPI [39.35 km]
02/08/2022 13:23:39.100,16.167,102.734,-48.00kA,115KV_BPI-KK3#12,TT88~T89 (701 m), 28.95 km from BPI [39.29 km]
02/08/2022 13:23:39.100,16.167,102.734,-48.00kA,115KV_KK1-PO#1,T28/3~29/1 (730 m), 29.04 km from KK1 [72.98 km]
02/08/2022 13:23:39.100,16.167,102.734,-48.00kA,115KV_KNG-KK1,T163/3~164/1 (705 m), 105.03 km from KNG [134.05 km]
02/08/2022 13:34:35.400,14.778,101.968,-20.00kA,230KV_SKI2-NR3#12,T24/2 (1232 m), 24.31 km from SKI2 [38.62 km]
02/08/2022 13:36:30.400,14.676,101.491,-36.00kA,230KV_LTK-SR2#12,T45/2 (1002 m), 18.98 km from LTK [65.44 km]
02/08/2022 13:50:19.700,15.986,102.696,-14.00kA,115KV_BPI-PO#1,T49/3~49/4 (1288 m), 12.25 km from BPI [35.34 km]
02/08/2022 13:50:19.700,15.986,102.696,-14.00kA,115KV_KK1-PO#1,T49/3~49/4 (1288 m), 49.90 km from KK1 [72.98 km]
02/08/2022 13:50:19.700,15.986,102.696,-14.00kA,115KV_KNG-BPI,T142/2~143/1 (1312 m), 84.25 km from KNG [96.41 km]
02/08/2022 13:50:19.700,15.986,102.696,-14.00kA,115KV_KNG-KK1,T142/2~143/1 (1312 m), 84.25 km from KNG [134.05 km]
02/08/2022 13:52:31.000,16.066,102.706,-22.00kA,115KV_BPI-PO#1,T40/3~40/4 (271 m), 3.02 km from BPI [35.34 km]
02/08/2022 13:52:31.000,16.066,102.706,-22.00kA,115KV_KK1-PO#1,T40/3~40/4 (271 m), 40.66 km from KK1 [72.98 km]
02/08/2022 13:52:31.000,16.066,102.706,-22.00kA,115KV_KNG-BPI,T151/3~152/1 (247 m), 93.49 km from KNG [96.41 km]
02/08/2022 13:52:31.000,16.066,102.706,-22.00kA,115KV_KNG-KK1,T151/3~152/1 (247 m), 93.49 km from KNG [134.05 km]
02/08/2022 13:53:59.600,16.655,103.735,-32.00kA,115KV_KL-SD,T40/1~40/2 (1293 m), 40.06 km from KL [41.91 km]
02/08/2022 13:53:59.600,16.655,103.735,-32.00kA,115KV_KL-SO1,T40/1~40/2 (1293 m), 40.06 km from KL [125.31 km]
02/08/2022 13:58:58.900,16.199,103.084,-26.00kA,230KV_KK3-RE2#12,T44/1~44/2 (996 m), 44.69 km from KK3 [92.12 km]
02/08/2022 14:06:12.000,16.67,103.743,6.00kA,115KV_KL-SD,T41/5 (1132 m), 41.91 km from KL [41.91 km]
02/08/2022 14:06:12.000,16.67,103.743,6.00kA,115KV_KL-SO1,T41/5 (1132 m), 41.91 km from KL [125.31 km]
02/08/2022 14:06:12.000,16.67,103.743,6.00kA,115KV_SD-NP,T42/1 (1162 m), 0.00 km from SD [52.51 km]
02/08/2022 14:08:33.800,14.91,102.008,-22.00kA,115KV_BR-NR2#12,T4/3~4/2 (1490 m), 130.32 km from BR [135.11 km]
02/08/2022 14:10:17.100,16.709,103.749,-8.00kA,115KV_KL-SO1,T46/1~46/2 (942 m), 46.11 km from KL [125.31 km]
02/08/2022 14:10:17.100,16.709,103.749,-8.00kA,115KV_SD-NP,T46/1~46/2 (942 m), 4.13 km from SD [52.51 km]
02/08/2022 14:10:17.300,16.706,103.748,-60.00kA,115KV_KL-SO1,T45/4 (826 m), 45.82 km from KL [125.31 km]
02/08/2022 14:10:17.300,16.706,103.748,-60.00kA,115KV_SD-NP,T45/4 (826 m), 3.84 km from SD [52.51 km]
02/08/2022 14:12:40.300,18.085,101.368,-12.00kA,500KV_THI-XYB#12,T31/22~31/21 (929 m), 51.89 km from THI [200.66 km]
02/08/2022 14:15:55.900,16.697,103.735,-16.00kA,115KV_KL-SO1,T44/1~44/2 (1325 m), 44.30 km from KL [125.31 km]
